Nama Lokasi,Hari,Jam Login,Nama,Jenis Kelamin,Email,No Telp,Provider Seluler,Tahun Lahir,Merek HP,Digital Interest,Location Type,Durasi
Mall Specta Sky,Rabu,19:08:53,Asep Naufal Sari,Laki-laki,Asep_Naufal_Sari@gmail.com,089691824347,3,1983,Realme,Social Connection,Mall,02:31:16
Mall Sky Domo,Rabu,12:44:59,Asep Naufal Siti,Perempuan,Asep_Naufal_Siti@gmail.com,085891235458,Smartfren,1999,Xiaomi,Social Connection,Mall,01:50:59
Mall Star Gudetama,Senin,11:46:25,Asep Naufal Fitri,Laki-laki,Asep_Naufal_Fitri@gmail.com,086280916664,3,2001,Vivo,Sosial Media,Mall,01:38:35
Halte Permata Domo,Senin,17:20:26,Asep Tono Bayu,Laki-laki,Asep_Tono_Bayu@gmail.com,085902047447,Smartfren,1983,Infinix,Sosial Media,Halte,02:47:15
RS Gemilang Rotello,Kamis,21:43:20,Asep Tono Fajar,Laki-laki,Asep_Tono_Fajar@gmail.com,086016782405,Indosat,1980,Huawei,Game,Rumah Sakit,02:16:22
RS Domo Specta,Rabu,15:27:35,Asep Tono Ilham,Perempuan,Asep_Tono_Ilham@gmail.com,089798609427,XL,1982,Lenovo,Sosial Media,Rumah Sakit,00:07:35
Mall Rotello Specta,Minggu,11:28:26,Asep Tono Wahyu,Laki-laki,Asep_Tono_Wahyu@gmail.com,085806786569,XL,1993,Xiaomi,Work Stuff,Mall,02:31:35
Mall Rotello Pesona,Kamis,21:23:26,Asep Tono Rizki,Perempuan,Asep_Tono_Rizki@gmail.com,082555887732,Telkomsel,1974,Xiaomi,Game,Mall,00:43:06
Kafe Sky Star,Kamis,14:40:34,Asep Tono Naufal,Laki-laki,Asep_Tono_Naufal@gmail.com,088976016911,3,1996,Huawei,Game,Kafe,02:41:42
Mall Larry Specta,Sabtu,14:27:59,Asep Tono Tono,Laki-laki,Asep_Tono_Tono@gmail.com,088691107918,Indosat,1974,Iphone,Social Connection,Mall,00:20:17
RS Specta Tjantik,Sabtu,16:19:42,Asep Tono Bagus,Laki-laki,Asep_Tono_Bagus@gmail.com,082775771283,Telkomsel,1989,Realme,Work Stuff,Rumah Sakit,00:26:18
Mall Gudetama Specta,Minggu,10:48:25,Asep Tono Asep,Perempuan,Asep_Tono_Asep@gmail.com,086338736621,Smartfren,1985,Iphone,Sosial Media,Mall,00:08:17
Kafe Sunshine Sunshine,Senin,19:43:51,Asep Tono Kartika,Laki-laki,Asep_Tono_Kartika@gmail.com,089704120967,XL,1980,Huawei,Game,Kafe,02:33:06
Restoran Jaguar Larry,Jumat,08:47:46,Asep Tono Ayu,Perempuan,Asep_Tono_Ayu@gmail.com,084424410185,Telkomsel,1993,ASUS,Hiburan,Restoran,02:04:33
RS Sunshine Tjantik,Senin,12:02:18,Asep Tono Alma,Laki-laki,Asep_Tono_Alma@gmail.com,081404501920,Indosat,1978,ASUS,Hiburan,Rumah Sakit,02:31:35
Restoran Domo Domo,Jumat,09:54:48,Asep Tono Nabilah,Laki-laki,Asep_Tono_Nabilah@gmail.com,089406594135,Telkomsel,1988,Huawei,Work Stuff,Restoran,02:20:03
Restoran Sky Pesona,Sabtu,19:43:44,Asep Tono Putri,Laki-laki,Asep_Tono_Putri@gmail.com,088030439683,Telkomsel,1976,ASUS,Work Stuff,Restoran,01:13:11
RS Gudetama Gemilang,Kamis,07:12:39,Asep Tono Lia,Laki-laki,Asep_Tono_Lia@gmail.com,085149967887,XL,1972,Realme,Game,Rumah Sakit,00:49:47
RS Gudetama Star,Senin,17:58:46,Asep Tono Sari,Perempuan,Asep_Tono_Sari@gmail.com,081493489447,3,1976,Vivo,Hiburan,Rumah Sakit,02:19:34
Mall Rotello Jaguar,Senin,20:52:23,Asep Tono Siti,Perempuan,Asep_Tono_Siti@gmail.com,085816190079,Smartfren,1996,Iphone,Social Connection,Mall,01:52:02
Mall Pesona Sky,Minggu,14:51:42,Asep Tono Fitri,Perempuan,Asep_Tono_Fitri@gmail.com,085910034027,XL,1985,Oppo,Hiburan,Mall,01:07:58
RS Jaguar Rainbow,Kamis,09:16:11,Asep Bagus Bayu,Perempuan,Asep_Bagus_Bayu@gmail.com,087579145958,XL,1970,Huawei,Hiburan,Rumah Sakit,02:59:57
RS Sunshine Larry,Jumat,07:21:46,Asep Bagus Fajar,Perempuan,Asep_Bagus_Fajar@gmail.com,087527466355,3,1983,Samsung,Social Connection,Rumah Sakit,01:00:42
Kafe Domo Rainbow,Rabu,20:54:45,Asep Bagus Ilham,Laki-laki,Asep_Bagus_Ilham@gmail.com,084140611182,Telkomsel,2001,Infinix,Social Connection,Kafe,01:06:54
Kafe Sky Gudetama,Kamis,10:26:57,Asep Bagus Wahyu,Laki-laki,Asep_Bagus_Wahyu@gmail.com,086420535262,Indosat,1981,Vivo,Work Stuff,Kafe,01:34:36
Restoran Specta Sunshine,Kamis,12:10:05,Asep Bagus Rizki,Laki-laki,Asep_Bagus_Rizki@gmail.com,084071590293,XL,1991,Iphone,Game,Restoran,01:59:10
Halte Sky Gudetama,Jumat,10:38:42,Asep Bagus Naufal,Laki-laki,Asep_Bagus_Naufal@gmail.com,087957454071,XL,1985,Xiaomi,Game,Halte,00:52:31
Restoran Domo Gemilang,Selasa,09:19:05,Asep Bagus Tono,Perempuan,Asep_Bagus_Tono@gmail.com,082934435517,XL,1978,Realme,Social Connection,Restoran,00:16:05
Restoran Permata Pesona,Sabtu,16:14:23,Asep Bagus Bagus,Laki-laki,Asep_Bagus_Bagus@gmail.com,085142751922,Smartfren,1985,Realme,Game,Restoran,02:02:53
Halte Larry Gudetama,Rabu,08:15:22,Asep Bagus Asep,Perempuan,Asep_Bagus_Asep@gmail.com,083141025662,XL,1976,Iphone,Game,Halte,02:25:44
RS Larry Sky,Jumat,19:57:29,Asep Bagus Kartika,Laki-laki,Asep_Bagus_Kartika@gmail.com,085346172263,Smartfren,1988,ASUS,Social Connection,Rumah Sakit,00:43:21
RS Gudetama Tjantik,Sabtu,07:17:27,Asep Bagus Ayu,Laki-laki,Asep_Bagus_Ayu@gmail.com,086138572888,3,1997,Samsung,Hiburan,Rumah Sakit,01:21:40
Mall Gudetama Sky,Senin,09:26:40,Asep Bagus Alma,Laki-laki,Asep_Bagus_Alma@gmail.com,084932875766,Smartfren,1975,Iphone,Sosial Media,Mall,01:06:28
Halte Pesona Rainbow,Minggu,17:24:33,Asep Bagus Nabilah,Perempuan,Asep_Bagus_Nabilah@gmail.com,081474066555,XL,1984,Oppo,Game,Halte,00:48:19
Restoran Tjantik Star,Sabtu,16:47:48,Asep Bagus Putri,Laki-laki,Asep_Bagus_Putri@gmail.com,087087580990,Telkomsel,1994,Huawei,Sosial Media,Restoran,01:19:57
RS Jaguar Permata,Sabtu,09:13:36,Asep Bagus Lia,Laki-laki,Asep_Bagus_Lia@gmail.com,084472659329,3,1988,Vivo,Hiburan,Rumah Sakit,02:32:27
Mall Jaguar Tjantik,Selasa,10:43:47,Asep Bagus Sari,Perempuan,Asep_Bagus_Sari@gmail.com,088078151700,XL,1996,Vivo,Game,Mall,00:50:20
RS Domo Star,Minggu,20:10:00,Asep Bagus Siti,Laki-laki,Asep_Bagus_Siti@gmail.com,086561017260,Smartfren,1990,Iphone,Sosial Media,Rumah Sakit,01:47:39
Restoran Rainbow Domo,Minggu,17:15:08,Asep Bagus Fitri,Perempuan,Asep_Bagus_Fitri@gmail.com,084205478316,Telkomsel,1973,Oppo,Game,Restoran,00:26:05
Restoran Rainbow Sky,Senin,09:55:46,Asep Asep Bayu,Perempuan,Asep_Asep_Bayu@gmail.com,083740026638,3,2005,Infinix,Hiburan,Restoran,00:35:03
Kafe Sunshine Larry,Kamis,13:33:07,Asep Asep Fajar,Perempuan,Asep_Asep_Fajar@gmail.com,086095850429,Indosat,1985,Infinix,Work Stuff,Kafe,02:10:50
Kafe Sunshine Sunshine,Rabu,07:42:00,Asep Asep Ilham,Perempuan,Asep_Asep_Ilham@gmail.com,086170577938,3,1991,Xiaomi,Hiburan,Kafe,00:57:58
Restoran Pesona Gudetama,Senin,08:42:35,Asep Asep Wahyu,Perempuan,Asep_Asep_Wahyu@gmail.com,087362556742,Indosat,2000,Lenovo,Game,Restoran,01:51:51
Halte Gemilang Rotello,Minggu,10:13:16,Asep Asep Rizki,Perempuan,Asep_Asep_Rizki@gmail.com,082962267281,XL,1973,Realme,Sosial Media,Halte,02:55:12
RS Jaguar Gudetama,Sabtu,09:20:28,Asep Asep Naufal,Perempuan,Asep_Asep_Naufal@gmail.com,089035875481,Smartfren,1977,Samsung,Hiburan,Rumah Sakit,02:45:08
Mall Specta Jaguar,Selasa,19:15:10,Asep Asep Tono,Perempuan,Asep_Asep_Tono@gmail.com,084737196176,3,1981,Xiaomi,Work Stuff,Mall,00:38:38
Mall Rainbow Jaguar,Rabu,15:50:21,Asep Asep Bagus,Perempuan,Asep_Asep_Bagus@gmail.com,084117540850,XL,1975,Xiaomi,Social Connection,Mall,01:04:46
Mall Pesona Sky,Jumat,18:59:53,Asep Asep Asep,Laki-laki,Asep_Asep_Asep@gmail.com,083505755395,Telkomsel,1987,Infinix,Game,Mall,01:01:44
Mall Gudetama Pesona,Kamis,19:14:43,Asep Asep Kartika,Laki-laki,Asep_Asep_Kartika@gmail.com,083312298196,3,2003,Iphone,Game,Mall,02:27:42
Mall Rainbow Rainbow,Senin,09:22:54,Asep Asep Ayu,Perempuan,Asep_Asep_Ayu@gmail.com,085417621879,3,1975,Huawei,Work Stuff,Mall,02:42:12
Halte Pesona Sunshine,Selasa,17:56:23,Asep Asep Alma,Perempuan,Asep_Asep_Alma@gmail.com,081886872787,Indosat,1970,Realme,Social Connection,Halte,00:20:41
RS Jaguar Jaguar,Minggu,13:49:56,Asep Asep Nabilah,Laki-laki,Asep_Asep_Nabilah@gmail.com,086162839076,3,1984,Iphone,Game,Rumah Sakit,00:12:34
Restoran Gemilang Specta,Jumat,17:51:59,Asep Asep Putri,Perempuan,Asep_Asep_Putri@gmail.com,086292156924,3,2001,Realme,Sosial Media,Restoran,02:30:18
Halte Domo Star,Senin,12:05:14,Asep Asep Lia,Laki-laki,Asep_Asep_Lia@gmail.com,085449321632,Telkomsel,2003,Lenovo,Social Connection,Halte,02:05:05
Mall Pesona Sky,Minggu,13:50:29,Asep Asep Sari,Laki-laki,Asep_Asep_Sari@gmail.com,084594933780,3,2004,Huawei,Social Connection,Mall,02:33:38
RS Gudetama Domo,Senin,08:34:43,Asep Asep Siti,Laki-laki,Asep_Asep_Siti@gmail.com,086562441358,3,1976,Iphone,Social Connection,Rumah Sakit,02:11:10
RS Specta Tjantik,Kamis,19:53:46,Asep Asep Fitri,Laki-laki,Asep_Asep_Fitri@gmail.com,087308334603,Smartfren,1974,Realme,Game,Rumah Sakit,00:48:00
Mall Tjantik Pesona,Sabtu,19:36:03,Asep Kartika Bayu,Laki-laki,Asep_Kartika_Bayu@gmail.com,082509859074,Indosat,2001,Samsung,Game,Mall,00:45:12
Restoran Sunshine Gemilang,Senin,15:40:00,Asep Kartika Fajar,Laki-laki,Asep_Kartika_Fajar@gmail.com,088307263822,XL,2004,Huawei,Hiburan,Restoran,01:24:03
Mall Larry Rainbow,Rabu,18:55:50,Asep Kartika Ilham,Perempuan,Asep_Kartika_Ilham@gmail.com,083341423610,Smartfren,1994,Xiaomi,Game,Mall,01:06:09
Mall Pesona Domo,Minggu,11:23:01,Asep Kartika Wahyu,Laki-laki,Asep_Kartika_Wahyu@gmail.com,087000367275,Smartfren,1989,Oppo,Work Stuff,Mall,01:21:01
Mall Rotello Domo,Rabu,20:30:31,Asep Kartika Rizki,Laki-laki,Asep_Kartika_Rizki@gmail.com,084330364059,Telkomsel,1979,Samsung,Social Connection,Mall,01:33:00
RS Pesona Sunshine,Kamis,19:28:57,Asep Kartika Naufal,Perempuan,Asep_Kartika_Naufal@gmail.com,084021417480,XL,1999,ASUS,Game,Rumah Sakit,01:04:05
Halte Rotello Gudetama,Kamis,14:11:44,Asep Kartika Tono,Laki-laki,Asep_Kartika_Tono@gmail.com,087926698868,Smartfren,1971,Realme,Game,Halte,01:24:19
Halte Domo Pesona,Senin,19:49:15,Asep Kartika Bagus,Laki-laki,Asep_Kartika_Bagus@gmail.com,088045033183,Telkomsel,1987,Lenovo,Hiburan,Halte,02:44:33
Kafe Tjantik Domo,Sabtu,16:08:44,Asep Kartika Asep,Laki-laki,Asep_Kartika_Asep@gmail.com,085644729506,3,1983,Infinix,Social Connection,Kafe,02:42:02
Kafe Permata Star,Minggu,13:34:57,Asep Kartika Kartika,Laki-laki,Asep_Kartika_Kartika@gmail.com,082945719497,Indosat,1980,Xiaomi,Game,Kafe,02:57:27
Kafe Gemilang Sunshine,Minggu,11:55:56,Asep Kartika Ayu,Perempuan,Asep_Kartika_Ayu@gmail.com,086337999157,Smartfren,1998,Iphone,Game,Kafe,02:34:21
RS Gemilang Permata,Selasa,14:29:33,Asep Kartika Alma,Laki-laki,Asep_Kartika_Alma@gmail.com,081824097730,Indosat,1999,Xiaomi,Social Connection,Rumah Sakit,00:07:57
Mall Specta Larry,Rabu,07:40:07,Asep Kartika Nabilah,Perempuan,Asep_Kartika_Nabilah@gmail.com,083908927101,XL,2002,Xiaomi,Sosial Media,Mall,02:13:11
Mall Sunshine Larry,Senin,18:46:05,Asep Kartika Putri,Laki-laki,Asep_Kartika_Putri@gmail.com,086585989207,Indosat,2005,Samsung,Work Stuff,Mall,00:56:32
Kafe Sky Permata,Rabu,21:25:13,Asep Kartika Lia,Perempuan,Asep_Kartika_Lia@gmail.com,085751084279,Smartfren,1971,Huawei,Work Stuff,Kafe,01:26:18
RS Tjantik Gemilang,Selasa,10:15:10,Asep Kartika Sari,Laki-laki,Asep_Kartika_Sari@gmail.com,081976382806,Smartfren,1973,Xiaomi,Social Connection,Rumah Sakit,00:06:19
Kafe Gudetama Star,Kamis,08:46:54,Asep Kartika Siti,Perempuan,Asep_Kartika_Siti@gmail.com,085413182450,Telkomsel,1997,Vivo,Social Connection,Kafe,01:05:52
Kafe Domo Larry,Rabu,19:25:03,Asep Kartika Fitri,Perempuan,Asep_Kartika_Fitri@gmail.com,081285544200,Smartfren,1991,Infinix,Hiburan,Kafe,00:46:44
Kafe Sunshine Domo,Rabu,13:05:12,Asep Ayu Bayu,Perempuan,Asep_Ayu_Bayu@gmail.com,082209755821,Smartfren,1999,Infinix,Hiburan,Kafe,02:08:35
Halte Sky Pesona,Jumat,21:33:03,Asep Ayu Fajar,Perempuan,Asep_Ayu_Fajar@gmail.com,081346513017,Indosat,1986,Iphone,Hiburan,Halte,02:26:43
RS Pesona Domo,Sabtu,09:47:52,Asep Ayu Ilham,Perempuan,Asep_Ayu_Ilham@gmail.com,084911435280,3,2000,Vivo,Hiburan,Rumah Sakit,00:23:24
RS Gudetama Tjantik,Selasa,07:25:58,Asep Ayu Wahyu,Laki-laki,Asep_Ayu_Wahyu@gmail.com,085071240447,Telkomsel,1998,Oppo,Hiburan,Rumah Sakit,00:26:54
Halte Gudetama Specta,Selasa,15:31:43,Asep Ayu Rizki,Perempuan,Asep_Ayu_Rizki@gmail.com,083538750317,Smartfren,1992,Iphone,Social Connection,Halte,01:27:31
RS Rotello Star,Selasa,16:17:12,Asep Ayu Naufal,Perempuan,Asep_Ayu_Naufal@gmail.com,088009619694,Telkomsel,1989,Vivo,Hiburan,Rumah Sakit,00:21:50
Restoran Star Domo,Jumat,07:16:23,Asep Ayu Tono,Laki-laki,Asep_Ayu_Tono@gmail.com,089037407791,Telkomsel,1992,Vivo,Hiburan,Restoran,01:01:34
Kafe Jaguar Domo,Sabtu,09:09:09,Asep Ayu Bagus,Perempuan,Asep_Ayu_Bagus@gmail.com,082099175105,Smartfren,1988,Oppo,Social Connection,Kafe,01:08:42
RS Sky Domo,Minggu,15:04:16,Asep Ayu Asep,Perempuan,Asep_Ayu_Asep@gmail.com,086383399207,3,1982,Samsung,Hiburan,Rumah Sakit,02:04:00
Halte Rotello Jaguar,Senin,12:12:06,Asep Ayu Kartika,Laki-laki,Asep_Ayu_Kartika@gmail.com,085463688102,XL,1983,Infinix,Game,Halte,02:13:14
Restoran Larry Gudetama,Rabu,08:33:21,Asep Ayu Ayu,Perempuan,Asep_Ayu_Ayu@gmail.com,084552034526,XL,1973,Realme,Work Stuff,Restoran,01:44:22
RS Domo Tjantik,Kamis,21:04:47,Asep Ayu Alma,Laki-laki,Asep_Ayu_Alma@gmail.com,087653829107,Indosat,1990,Samsung,Sosial Media,Rumah Sakit,01:26:44
Halte Permata Gemilang,Selasa,11:27:04,Asep Ayu Nabilah,Perempuan,Asep_Ayu_Nabilah@gmail.com,089157134381,XL,1981,Iphone,Hiburan,Halte,00:33:56
Restoran Permata Sky,Rabu,15:46:02,Asep Ayu Putri,Laki-laki,Asep_Ayu_Putri@gmail.com,086471063380,Indosat,1991,Huawei,Game,Restoran,02:44:27
Restoran Sky Sunshine,Minggu,18:39:28,Asep Ayu Lia,Perempuan,Asep_Ayu_Lia@gmail.com,082697533597,Smartfren,1971,Oppo,Work Stuff,Restoran,02:26:54
Restoran Sky Gudetama,Selasa,07:51:42,Asep Ayu Sari,Perempuan,Asep_Ayu_Sari@gmail.com,085718723751,3,1994,Lenovo,Sosial Media,Restoran,01:39:38
Mall Larry Permata,Minggu,17:59:48,Asep Ayu Siti,Laki-laki,Asep_Ayu_Siti@gmail.com,084552138706,3,2004,Realme,Work Stuff,Mall,02:02:10
RS Permata Specta,Rabu,13:33:53,Asep Ayu Fitri,Perempuan,Asep_Ayu_Fitri@gmail.com,088378789349,Smartfren,1975,Samsung,Game,Rumah Sakit,00:56:03
RS Rainbow Gudetama,Senin,10:35:54,Asep Alma Bayu,Perempuan,Asep_Alma_Bayu@gmail.com,083639952587,Smartfren,1990,Vivo,Social Connection,Rumah Sakit,01:13:48
RS Gudetama Rotello,Sabtu,13:23:54,Asep Alma Fajar,Perempuan,Asep_Alma_Fajar@gmail.com,085500797872,Indosat,1992,Huawei,Hiburan,Rumah Sakit,02:44:42
Halte Permata Sunshine,Selasa,13:41:17,Asep Alma Ilham,Perempuan,Asep_Alma_Ilham@gmail.com,081268013288,Indosat,1977,Xiaomi,Game,Halte,02:59:24
Restoran Sunshine Sky,Jumat,14:01:34,Asep Alma Wahyu,Perempuan,Asep_Alma_Wahyu@gmail.com,088116418414,Indosat,1974,Huawei,Game,Restoran,01:13:09
Halte Larry Sunshine,Senin,11:20:17,Asep Alma Rizki,Laki-laki,Asep_Alma_Rizki@gmail.com,082436036598,Indosat,1992,Iphone,Social Connection,Halte,00:11:25
RS Sky Domo,Senin,20:57:14,Asep Alma Naufal,Laki-laki,Asep_Alma_Naufal@gmail.com,088071929226,XL,1970,Infinix,Work Stuff,Rumah Sakit,02:13:18
Restoran Domo Tjantik,Senin,13:46:21,Asep Alma Tono,Perempuan,Asep_Alma_Tono@gmail.com,084984195996,Telkomsel,1989,Iphone,Work Stuff,Restoran,02:05:31
Mall Rainbow Star,Rabu,09:13:01,Asep Alma Bagus,Laki-laki,Asep_Alma_Bagus@gmail.com,089419819312,Smartfren,2002,Xiaomi,Social Connection,Mall,00:34:01
RS Rotello Gudetama,Selasa,07:17:54,Asep Alma Asep,Perempuan,Asep_Alma_Asep@gmail.com,084276467744,XL,1990,Vivo,Hiburan,Rumah Sakit,00:05:00
Mall Jaguar Sunshine,Senin,16:07:21,Asep Alma Kartika,Laki-laki,Asep_Alma_Kartika@gmail.com,082060952652,Telkomsel,1979,ASUS,Hiburan,Mall,00:16:42
Restoran Sunshine Permata,Jumat,21:00:38,Asep Alma Ayu,Perempuan,Asep_Alma_Ayu@gmail.com,084212004197,Smartfren,1999,Lenovo,Hiburan,Restoran,01:41:15
Halte Gudetama Permata,Rabu,14:26:06,Asep Alma Alma,Perempuan,Asep_Alma_Alma@gmail.com,082704694290,Smartfren,2001,Huawei,Hiburan,Halte,01:06:02
Restoran Gudetama Rainbow,Selasa,16:11:00,Asep Alma Nabilah,Perempuan,Asep_Alma_Nabilah@gmail.com,086671223295,XL,1987,Lenovo,Hiburan,Restoran,02:58:19
Halte Permata Sunshine,Selasa,11:15:04,Asep Alma Putri,Perempuan,Asep_Alma_Putri@gmail.com,089874659314,XL,1997,ASUS,Game,Halte,01:13:03
Kafe Pesona Domo,Selasa,13:56:48,Asep Alma Lia,Perempuan,Asep_Alma_Lia@gmail.com,089486621302,Telkomsel,1984,Oppo,Work Stuff,Kafe,02:47:19
Mall Specta Permata,Sabtu,16:08:43,Asep Alma Sari,Perempuan,Asep_Alma_Sari@gmail.com,086260239239,Telkomsel,1989,Huawei,Sosial Media,Mall,02:28:02
Kafe Sky Tjantik,Selasa,16:42:10,Asep Alma Siti,Laki-laki,Asep_Alma_Siti@gmail.com,082669157445,Smartfren,1971,Realme,Social Connection,Kafe,01:47:47
Restoran Pesona Tjantik,Kamis,10:11:26,Asep Alma Fitri,Perempuan,Asep_Alma_Fitri@gmail.com,089254185996,Smartfren,1987,Realme,Sosial Media,Restoran,00:24:19
Restoran Rotello Specta,Jumat,08:09:51,Asep Nabilah Bayu,Laki-laki,Asep_Nabilah_Bayu@gmail.com,085325085946,XL,1995,Oppo,Work Stuff,Restoran,01:32:55
Mall Gemilang Domo,Selasa,16:12:51,Asep Nabilah Fajar,Perempuan,Asep_Nabilah_Fajar@gmail.com,089868035505,XL,1996,Vivo,Game,Mall,00:12:07
RS Domo Star,Rabu,07:49:06,Asep Nabilah Ilham,Laki-laki,Asep_Nabilah_Ilham@gmail.com,086721906142,3,1987,Samsung,Sosial Media,Rumah Sakit,02:52:36
RS Gemilang Sky,Sabtu,10:54:20,Asep Nabilah Wahyu,Laki-laki,Asep_Nabilah_Wahyu@gmail.com,084530688061,3,1996,Iphone,Hiburan,Rumah Sakit,01:41:25
Halte Sky Gemilang,Minggu,07:08:23,Asep Nabilah Rizki,Perempuan,Asep_Nabilah_Rizki@gmail.com,088778072611,Indosat,1988,Infinix,Sosial Media,Halte,00:44:46
RS Gudetama Pesona,Sabtu,12:17:06,Asep Nabilah Naufal,Laki-laki,Asep_Nabilah_Naufal@gmail.com,084575434596,Smartfren,1988,Oppo,Hiburan,Rumah Sakit,01:41:16
Halte Larry Star,Minggu,14:41:51,Asep Nabilah Tono,Laki-laki,Asep_Nabilah_Tono@gmail.com,089150045957,Indosat,1988,Lenovo,Social Connection,Halte,01:30:09
Restoran Permata Tjantik,Selasa,12:35:20,Asep Nabilah Bagus,Perempuan,Asep_Nabilah_Bagus@gmail.com,083074419592,Smartfren,1997,Iphone,Game,Restoran,02:42:52
Restoran Rainbow Specta,Senin,09:23:28,Asep Nabilah Asep,Laki-laki,Asep_Nabilah_Asep@gmail.com,085106715175,Smartfren,1971,Lenovo,Hiburan,Restoran,00:41:18
Restoran Tjantik Tjantik,Jumat,20:02:21,Asep Nabilah Kartika,Perempuan,Asep_Nabilah_Kartika@gmail.com,087592286633,Telkomsel,1995,Realme,Game,Restoran,02:40:10
RS Rotello Rainbow,Senin,09:09:34,Asep Nabilah Ayu,Perempuan,Asep_Nabilah_Ayu@gmail.com,082041657598,Indosat,1996,Samsung,Hiburan,Rumah Sakit,00:59:31
Mall Larry Rotello,Minggu,14:51:55,Asep Nabilah Alma,Perempuan,Asep_Nabilah_Alma@gmail.com,088296909337,Telkomsel,1985,Huawei,Work Stuff,Mall,00:40:22
RS Domo Gudetama,Rabu,11:07:00,Asep Nabilah Nabilah,Laki-laki,Asep_Nabilah_Nabilah@gmail.com,089760726793,Telkomsel,2005,Vivo,Game,Rumah Sakit,02:20:58
Halte Pesona Domo,Jumat,09:11:42,Asep Nabilah Putri,Laki-laki,Asep_Nabilah_Putri@gmail.com,085865616880,Telkomsel,1978,Huawei,Hiburan,Halte,01:52:56
RS Sky Pesona,Selasa,19:26:33,Asep Nabilah Lia,Laki-laki,Asep_Nabilah_Lia@gmail.com,089276318869,Smartfren,1979,Vivo,Work Stuff,Rumah Sakit,02:19:10
RS Specta Sky,Jumat,08:10:04,Asep Nabilah Sari,Perempuan,Asep_Nabilah_Sari@gmail.com,089680689188,Indosat,2004,Xiaomi,Work Stuff,Rumah Sakit,02:35:23
Restoran Pesona Larry,Kamis,16:43:52,Asep Nabilah Siti,Laki-laki,Asep_Nabilah_Siti@gmail.com,083729123259,3,1992,Realme,Hiburan,Restoran,02:23:30
Mall Specta Jaguar,Minggu,10:49:01,Asep Nabilah Fitri,Laki-laki,Asep_Nabilah_Fitri@gmail.com,089175399970,3,1984,Oppo,Hiburan,Mall,02:02:34
Restoran Rotello Sky,Jumat,12:43:37,Asep Putri Bayu,Laki-laki,Asep_Putri_Bayu@gmail.com,088507864188,Indosat,1970,ASUS,Work Stuff,Restoran,01:56:54
Halte Domo Gudetama,Selasa,12:34:48,Asep Putri Fajar,Perempuan,Asep_Putri_Fajar@gmail.com,088881675860,3,2002,Huawei,Hiburan,Halte,02:25:52
Restoran Jaguar Pesona,Minggu,11:38:17,Asep Putri Ilham,Perempuan,Asep_Putri_Ilham@gmail.com,087241667776,Telkomsel,1988,ASUS,Social Connection,Restoran,00:55:54
Kafe Tjantik Jaguar,Rabu,10:33:53,Asep Putri Wahyu,Perempuan,Asep_Putri_Wahyu@gmail.com,088465187556,Smartfren,1990,Vivo,Work Stuff,Kafe,00:34:01
Halte Tjantik Tjantik,Rabu,17:09:34,Asep Putri Rizki,Laki-laki,Asep_Putri_Rizki@gmail.com,085787509464,Indosat,1971,Lenovo,Hiburan,Halte,02:27:37
Restoran Domo Larry,Kamis,17:30:47,Asep Putri Naufal,Laki-laki,Asep_Putri_Naufal@gmail.com,082451749852,Telkomsel,1985,Samsung,Social Connection,Restoran,00:09:13
Halte Permata Sunshine,Jumat,08:01:37,Asep Putri Tono,Perempuan,Asep_Putri_Tono@gmail.com,086697479594,Smartfren,1996,Oppo,Social Connection,Halte,02:33:54
Restoran Gemilang Pesona,Minggu,07:45:30,Asep Putri Bagus,Perempuan,Asep_Putri_Bagus@gmail.com,081923402015,Smartfren,1972,ASUS,Game,Restoran,02:45:11
Mall Permata Sky,Senin,15:07:59,Asep Putri Asep,Laki-laki,Asep_Putri_Asep@gmail.com,087816257408,XL,1991,Samsung,Social Connection,Mall,01:29:55
Kafe Pesona Sky,Senin,17:19:51,Asep Putri Kartika,Laki-laki,Asep_Putri_Kartika@gmail.com,089595233788,Telkomsel,1999,Realme,Hiburan,Kafe,02:07:53
Halte Larry Tjantik,Sabtu,13:20:39,Asep Putri Ayu,Perempuan,Asep_Putri_Ayu@gmail.com,084499385148,Smartfren,2001,Xiaomi,Social Connection,Halte,02:08:25
RS Sunshine Tjantik,Minggu,21:34:32,Asep Putri Alma,Perempuan,Asep_Putri_Alma@gmail.com,086182576296,3,1995,Xiaomi,Work Stuff,Rumah Sakit,00:25:55
Halte Rainbow Sunshine,Minggu,18:59:59,Asep Putri Nabilah,Perempuan,Asep_Putri_Nabilah@gmail.com,083120468508,Indosat,1987,Oppo,Sosial Media,Halte,00:19:33
Restoran Tjantik Rainbow,Minggu,17:20:57,Asep Putri Putri,Perempuan,Asep_Putri_Putri@gmail.com,082335015146,XL,1976,Xiaomi,Game,Restoran,02:09:48
Mall Sunshine Sunshine,Rabu,10:02:22,Asep Putri Lia,Laki-laki,Asep_Putri_Lia@gmail.com,083308958045,Smartfren,1971,Realme,Sosial Media,Mall,02:26:22
Kafe Rotello Star,Senin,08:01:26,Asep Putri Sari,Laki-laki,Asep_Putri_Sari@gmail.com,084807780947,XL,1993,Xiaomi,Game,Kafe,02:42:17
Mall Jaguar Tjantik,Kamis,07:48:07,Asep Putri Siti,Perempuan,Asep_Putri_Siti@gmail.com,082177535588,3,2003,Huawei,Sosial Media,Mall,01:42:22
